SKU,ID,longDescription__default,name__default,category-id,amount,currency,onlineFlag__default,variants,lastModified_date,variation_attributes,size,color,product_kind
a72cf7c5-b6a5-4227-8c1a-c3ce53b2bf1e,a72cf7c5-b6a5-4227-8c1a-c3ce53b2bf1e,Durable watch designed for outdoor activities.,Field Watch,watches,10000,USD,TRUE,,2025-07-16T08:16:32.000Z,,,,master
e1d0606c-591a-442a-983f-200123f94ccc,e1d0606c-591a-442a-983f-200123f94ccc,Lightweight conditioner that doesn't need rinsing,Leave-in Conditioner,beauty,1200,USD,TRUE,,2025-07-16T11:16:34.000Z,,,,master
76cfdc70-d2a2-492b-b9e7-1b0f76f470e7,76cfdc70-d2a2-492b-b9e7-1b0f76f470e7,Tinted polish that allows somevisibility of the natural nail underneath.,Sheer Nail Polish,beauty,600,USD,TRUE,,2025-07-16T11:16:34.000Z,,,,master
f7a0b0da-c847-432c-acab-f8bb4538c140,f7a0b0da-c847-432c-acab-f8bb4538c140,Provides buildable to medium coverage for a natural look.,Medium- coverage cream foundation,beauty,800,USD,TRUE,,2025-07-16T11:16:34.000Z,,,,master
87c892ce-35ec-4a2c-8726-cfe00c0706e7,87c892ce-35ec-4a2c-8726-cfe00c0706e7,COCO expresses the intensity of Gabrielle Chanel's personality and her love of all things baroque. An ambery composition with floral and spicy notes the eau de toilette is a lighter interpretation of the fragrance without losing any of its richness.,COCO,perfurme,1435000,USD,TRUE,,2025-07-16T11:14:19.000Z,,,,master
b038b817-1f00-432d-bae0-bb81d7d84c86,b038b817-1f00-432d-bae0-bb81d7d84c86,ELENOR PINK GOLD Blush (3.5g):  Experience long-lasting color with a luxurious feel with Long-Wear Cream Blush.  This creamy formula blends seamlessly and dries to a comfortable velvety finish that lasts all day.  Available in a range of vibrant shades it provides a buildable pop of color that defines your cheekbones and sculpts your face for a flawless long-lasting look.,ELENOR PINK GOLD,jewelry,3872,USD,TRUE,,2025-07-16T08:40:51.000Z,,,,master
8ec4b91e-701a-4966-b4bf-21bd4d225284,8ec4b91e-701a-4966-b4bf-21bd4d225284,Seals and repairs split ends,Split End Treatment,beauty,1200,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
28b7a33e-b003-4067-bafb-fbc01dfcd5fc,28b7a33e-b003-4067-bafb-fbc01dfcd5fc,A drop of vibrant rosy light to illuminate your complexion.,LE BLANC ROSY LIGHT DROPS,beauty,427500,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
ad4b94a1-89ed-4d67-8dcb-a02d57e7c8cf,ad4b94a1-89ed-4d67-8dcb-a02d57e7c8cf,Inspired by French herbal medicine the new SUBLIMAGE concentrate contains an extract of Solidago a medicinal plant with exceptional revitalising properties. This exclusive active ingredient has the power to reactivate skin's cellular dynamic: a fundamental action to tighten and consolidate the canvas of skin. Skin is firmer toned and radiant with redefined contours.,SUBLIMAGE Lâ€™ESSENCE FONDAMENTALE,skincare,4390000,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
b5b33fc6-8b13-436a-b0d4-c2e463ccd2c5,b5b33fc6-8b13-436a-b0d4-c2e463ccd2c5,Elevate your beauty routine with our collection of luxury makeup tools. Crafted with premium high-performance materials each tool is designed to deliver flawless results and effortless application. From luxuriously soft brushes that blend seamlessly to innovative applicators for targeted precision our collection caters to every makeup need. Experience the difference of superior quality and feel the confidence that comes with using tools designed to enhance your natural beauty and unleash your inner makeup artist.,BRUSH BLACK,beauty,9397,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
b14ef2eb-14e7-476a-9fae-5332b29df408,b14ef2eb-14e7-476a-9fae-5332b29df408,Sleek and sophisticated watch with a clean design.,Minimalist Watch,watches,8500,USD,TRUE,,2025-07-16T08:16:32.000Z,,16,,master
d9dea844-f3b2-4e6c-97b8-2c47c8936c2a,d9dea844-f3b2-4e6c-97b8-2c47c8936c2a,Quilted motif 18K BEIGE GOLD,COCO CRUSH EARRINGS,jewelry,354000,USD,TRUE,,2025-07-16T08:23:01.000Z,,16,,master
c59e818f-1d1e-4c6e-8e74-abeb57d47dec,c59e818f-1d1e-4c6e-8e74-abeb57d47dec,Ultra-fine pencil for precise brow shaping and filling.,Benefit Precisely My Brow Pencil,beauty,2000,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
9fc95afa-f40a-4872-b892-d664c5a63143,9fc95afa-f40a-4872-b892-d664c5a63143,Compact and stylish bag for hands-free convenience.,Crossbody Bag,handbags,3500,USD,TRUE,,2025-07-16T08:07:39.000Z,,16,,master
136e06d2-9beb-4076-a18c-568dfbe56a84,136e06d2-9beb-4076-a18c-568dfbe56a84,Angled Brow Liner (1.5ml):  Effortlessly sculpt and define your brows with this angled brow liner.  The unique angled tip allows for precise control creating thin or thick lines depending on your desired brow shape.  The creamy formula glides on effortlessly blending seamlessly for a natural filled-in look.,ANGLED BROW LINER,beauty,1092,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
598bd642-78ff-4877-926e-83d08818f536,598bd642-78ff-4877-926e-83d08818f536,Reduces frizz and smooths hair cuticle for a sleeker look,Hair Smoothing Treatment,beauty,800,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
a8532a1b-5867-4778-9e4f-98aaa7f8cc6c,a8532a1b-5867-4778-9e4f-98aaa7f8cc6c,Available in lighter shades to brighten specific areas of the face.,Stick Foundation for Highlighting,beauty,1000,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
40f6dacc-64e3-4579-b215-70f4ed143deb,40f6dacc-64e3-4579-b215-70f4ed143deb,Illuminate your complexion with this brightening vitamin C toner. It evens out skin tone fades dark spots and boosts radiance.,Brightening Vitamin C Toner,skincare,1720,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
ae7300e6-e284-467b-919a-617f40011e72,ae7300e6-e284-467b-919a-617f40011e72,Provides a hydrating base for foundation and helps makeup last longer.,Priming Moisturizer,skincare,1200,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
c16cec50-b228-4c80-9885-4b1a370bb55f,c16cec50-b228-4c80-9885-4b1a370bb55f,Ultra-thin pencil for precise brow shaping and defining.,Elf Cosmetics Ultra Precise Brow Pencil,skincare,800,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
b0c763d7-43e2-4c80-b9c5-b4b85413f7d7,b0c763d7-43e2-4c80-b9c5-b4b85413f7d7,Large cylindrical bag for travel or carrying sportswear.,Duffel Bag,handbags,5500,USD,TRUE,,2025-07-16T08:07:39.000Z,,16,,master
4d13575b-6e27-4e7e-a7fc-140d8bd2514c,4d13575b-6e27-4e7e-a7fc-140d8bd2514c,With its luminous velvet finish it sculpts the face and enhances its natural healthy glow by adding a touch of colour to the cheekbones. Its silky texture feels light and powdery to the touch like a second skin.,LES BEIGES BLUSH STICK,beauty,402500,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
230b5a1c-bb30-4683-abb1-6dea8aa145c9,230b5a1c-bb30-4683-abb1-6dea8aa145c9,Luxurious satin-finish lipstick withlasting color and buildablecoverage.,Charlotte Tilbury Hot Lips Lipstick,beauty,2300,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
ddc61254-165d-4a46-955f-3a5fcda2ac87,ddc61254-165d-4a46-955f-3a5fcda2ac87,,ELENOR PRESTIGE SOOTHING SILK MILKY CLEANSER,skincare,20880,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
e2851f2e-7687-4b61-b7ee-4aedde36bd03,e2851f2e-7687-4b61-b7ee-4aedde36bd03,Indulge your skin with this luxurious milk cleanser enriched with nourishing vitamins and antioxidants.,Nourishing Milk Cleanser,skincare,2408,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
a638f16b-9554-4ab9-8b25-4cfa30402aa9,a638f16b-9554-4ab9-8b25-4cfa30402aa9,Quench your skin's thirst with this hydrating cucumber toner. Enriched with cucumber extract and hyaluronic acid it provides a burst of moisture.,Hydrating Cucumber Toner,skincare,1290,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
f900674b-821f-4275-a551-2d31c83d2602,f900674b-821f-4275-a551-2d31c83d2602,COCO MADEMOISELLE. The essence of a bold and free woman. A feminine ambery fragrance with a strong personality and a surprising freshness.,COCO MADEMOISELLE PERFUME SPRAY,skincare,1675000,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
139bd03d-ae47-4f80-8d2d-ad1b6ec71358,139bd03d-ae47-4f80-8d2d-ad1b6ec71358,Sunset Shimmer Blush (5g):  Capture the warmth of a summer sunset with Sunset Shimmer Blush.  This radiant formula blends a soft wash of color with a touch of shimmering gold creating a multi-dimensional sun-kissed effect.  Sunset Shimmer Blush flatters all skin tones and leaves your cheeks looking naturally flushed with a touch of luminous warmth.,SUNSET SHIMMER BLUSH,beauty,6507,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
9f9666e2-ad95-4981-9fca-1cad65db4fe1,9f9666e2-ad95-4981-9fca-1cad65db4fe1,Cuddle up with timeless charm and unparalleled luxury with our collection of heirloom-quality teddy bears. Crafted with the finest materials and meticulous attention to detail each bear embodies a spirit of love and companionship. Their soft sumptuous fur and endearing expressions invite endless hugs and create lasting memories. More than just a toy these luxurious teddies are cherished companions destined to become treasured keepsakes for generations to come.,CHOCLATE,toys,15772,USD,TRUE,,2025-07-16T11:37:02.000Z,,16,,master
27b9ced9-0caa-4682-a8dc-030b75e85f22,27b9ced9-0caa-4682-a8dc-030b75e85f22,Creamy hydrating lipstick with rich color and a glossy finish.,Super Lustrous Lipstick,beauty,800,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
247dca93-6742-4982-a0f1-fb92e3e2380a,247dca93-6742-4982-a0f1-fb92e3e2380a,Contains sunscreen to protect the skin from UV rays.,SPF Foundation,skincare,1200,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
53e08f31-b9de-4c83-b243-91ea73a87683,53e08f31-b9de-4c83-b243-91ea73a87683,Necklace featuring a decorative charm or pendant.,Pendant Necklace,jewelry,2000,USD,TRUE,,2025-07-16T08:40:51.000Z,,16,,master
4284e9f8-a10b-4c88-8f80-0aec9d36da8d,4284e9f8-a10b-4c88-8f80-0aec9d36da8d,Indulge in the captivating beauty of our luxury crystal necklaces. Each piece is meticulously handcrafted using the finest high-end crystals renowned for their exceptional brilliance and fire. Our exquisite designs range from delicate pendants showcasing a single statement crystal to dazzling multi-stone creations ensuring a necklace to complement any style and occasion.  These luxurious necklaces are more than just an accessory; they are a conversation starter a timeless treasure and a guaranteed way to turn heads.,NECKLACE JULIE,jewelry,1689507,USD,TRUE,,2025-07-16T08:40:51.000Z,,16,,master
62f8a793-1059-4c88-babc-84a3c180a9a6,62f8a793-1059-4c88-babc-84a3c180a9a6,Creates a cracked or shattered effect on the nails.,Crackle Nail Polish,beauty,800,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
f3c1fd88-3ad2-488a-97f2-f6cd1880f5ee,f3c1fd88-3ad2-488a-97f2-f6cd1880f5ee,,ELENOR SMOOTH INVISIBLE DEFENSE SPF 50+,beauty,5835,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
4ef3724a-2eac-4c8b-ad73-5834e1a8557b,4ef3724a-2eac-4c8b-ad73-5834e1a8557b,Long-wearing pencil for smudge-proof brows.,Too Faced Brow Perfect Technology Waterproof,beauty,1900,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
f4f14217-af6b-408c-bf0e-cee7a367aa91,f4f14217-af6b-408c-bf0e-cee7a367aa91,Formulated with natural minerals that provide light to medium coverage.,Mineral foundation,beauty,800,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
ac32ae04-603f-418c-8e42-bf8a955a1d60,ac32ae04-603f-418c-8e42-bf8a955a1d60,Enhances natural radiance and provides light to medium coverage with a dewy finish.,Illuminating Foundation,beauty,1200,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
30228b45-cbc3-408e-acf8-71bbcba7c377,30228b45-cbc3-408e-acf8-71bbcba7c377,Indulge in the captivating beauty of our luxury crystal necklaces. Each piece is meticulously handcrafted using the finest high-end crystals renowned for their exceptional brilliance and fire. Our exquisite designs range from delicate pendants showcasing a single statement crystal to dazzling multi-stone creations ensuring a necklace to complement any style and occasion.  These luxurious necklaces are more than just an accessory; they are a conversation starter a timeless treasure and a guaranteed way to turn heads.,NECKLACE PASSAGE,jewelry,3878792,USD,TRUE,,2025-07-16T08:40:51.000Z,,16,,master
95aa6b3e-8532-418e-982a-7c61bdba1583,95aa6b3e-8532-418e-982a-7c61bdba1583,Yellow gold and titanium black rubber with velvet touch diamond dial,PREMIÃˆRE RIBBON WATCH,watches,935000,USD,TRUE,,2025-07-16T08:16:32.000Z,,16,,master
292b8436-ac44-4190-84f4-be86fe63ac53,292b8436-ac44-4190-84f4-be86fe63ac53,Provides hold and sets hairstyles in place,Hairspray,beauty,1200,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
13dc472a-f086-4692-8f6a-099900ae1c65,13dc472a-f086-4692-8f6a-099900ae1c65,Fine tip for easy application and precise lines,Felt-tip eyeliner,beauty,800,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
9c9bfe53-8ade-4793-a4ce-07c68a181f53,9c9bfe53-8ade-4793-a4ce-07c68a181f53,Bright fluorescent colors.,Neon Nail Polish,beauty,800,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
05c2cbdb-a909-4595-99e7-f70a3e37c6c2,05c2cbdb-a909-4595-99e7-f70a3e37c6c2,Glows in the dark for a fun effect.,Luminous Nail Polish,beauty,800,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
f2e04e23-ac0b-4695-9286-631e4bade844,f2e04e23-ac0b-4695-9286-631e4bade844,High-impact liquid matte lipstick with long-lasting lightweight formula.,Super Stay Matte Ink Liquid Lipstick,beauty,1000,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
8bbf6b7b-1102-4f96-aa7a-0c577d3f5f81,8bbf6b7b-1102-4f96-aa7a-0c577d3f5f81,Achieve a clear and balanced complexion with this witch hazel toner. It gently tones and tightens pores while soothing irritation and redness.,Balancing Witch Hazel Toner,skincare,1290,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
c99a93f6-0c8b-469d-a465-db185b41fab7,c99a93f6-0c8b-469d-a465-db185b41fab7,Soothe and soften sensitive skin with this gentle oatmeal scrub. Enriched with colloidal oatmeal and chamomile extract.,Gentle Oatmeal Scrub,skincare,3870,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
92cfd08f-f101-499d-a68b-9aae49a3bb9d,92cfd08f-f101-499d-a68b-9aae49a3bb9d,,HOMME MICRO-EXFOLIATING CLEANSING BALM,beauty,7612,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
b1c679b5-2dd8-4b9d-a56f-abb3f1918d86,b1c679b5-2dd8-4b9d-a56f-abb3f1918d86,Elevate your beauty routine with our collection of luxury makeup tools. Crafted with premium high-performance materials each tool is designed to deliver flawless results and effortless application. From luxuriously soft brushes that blend seamlessly to innovative applicators for targeted precision our collection caters to every makeup need. Experience the difference of superior quality and feel the confidence that comes with using tools designed to enhance your natural beauty and unleash your inner makeup artist.,BRUSH SMOOTH,beauty,10672,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
e32bbf56-f8b4-45a0-9691-80ec7d8db154,e32bbf56-f8b4-45a0-9691-80ec7d8db154,Portable and convenient for touch-ups or light coverage.,Stick foundation,beauty,1200,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
e7598ffc-5fd8-47a0-aa60-481b458c4516,e7598ffc-5fd8-47a0-aa60-481b458c4516,Long-wearing formula that resistssmudging,Smudge-proof eyeliner,beauty,1200,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
8aad54f3-a6ba-4ca0-8ca6-d4bae2552ea1,8aad54f3-a6ba-4ca0-8ca6-d4bae2552ea1,Offers light to medium coverage with a matte finish.,Loose powder foundation,beauty,1000,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
3f18b3df-44a3-4ca2-8306-d035846203d6,3f18b3df-44a3-4ca2-8306-d035846203d6,Dual-Tip Brow Tint (2ml):  This innovative brow tint combines a liquid formula with a powder compact for complete eyebrow customization.  The liquid side allows for precise filling and outlining while the powder provides a soft buildable finish for natural-looking volume.  This two-in-one product lets you create a variety of brow looks from subtle to dramatic.,DUAL TIP BROW TINT,beauty,1152,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
d051f163-5c8a-4ba3-a471-931338bccf53,d051f163-5c8a-4ba3-a471-931338bccf53,Indulge in the captivating beauty of our luxury crystal necklaces. Each piece is meticulously handcrafted using the finest high-end crystals renowned for their exceptional brilliance and fire. Our exquisite designs range from delicate pendants showcasing a single statement crystal to dazzling multi-stone creations ensuring a necklace to complement any style and occasion.  These luxurious necklaces are more than just an accessory; they are a conversation starter a timeless treasure and a guaranteed way to turn heads.,NECKLACE D'AMOUR WHITE,jewelry,2173242,USD,TRUE,,2025-07-16T08:40:51.000Z,,16,,master
d9e72ea3-9d41-49a6-b795-ea52d0b73da0,d9e72ea3-9d41-49a6-b795-ea52d0b73da0,,SNOW ELENOR,beauty,1900,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
747ed669-3aca-4ba6-869c-b4ba521b3334,747ed669-3aca-4ba6-869c-b4ba521b3334,Bold ring with a family crest or monogram.,Signet Ring,jewelry,3500,USD,TRUE,,2025-07-16T08:40:51.000Z,,16,,master
96adab47-b921-48a8-8f18-fc1460db11b1,96adab47-b921-48a8-8f18-fc1460db11b1,Self-winding watch powered by the wearer's movement.,Automatic Watch,watches,20000,USD,TRUE,,2025-07-16T08:16:32.000Z,,16,,master
99f85dce-284e-44ac-a2c2-402dad8dafb7,99f85dce-284e-44ac-a2c2-402dad8dafb7,18K rose gold diamond,EXTRAIT DE CAMÃ‰LIA NECKLACE,jewelry,271000,USD,TRUE,,2025-07-16T08:40:51.000Z,,16,,master
9e6221ee-f8ef-48ac-9dec-b0a4859f3796,9e6221ee-f8ef-48ac-9dec-b0a4859f3796,Delicate necklace featuring a sparkling birthstone.,Sterling Silver Birthstone Necklace,jewelry,2500,USD,TRUE,,2025-07-16T08:40:51.000Z,,16,,master
f2a513a1-2db6-40b0-a998-b629e936ab90,f2a513a1-2db6-40b0-a998-b629e936ab90,Hydrate and protect your skin with this daily moisturizing sunscreen SPF 15. It moisturizes while shielding from UVA/UVB rays for healthier-looking skin.,Daily Moisturizing Sunscreen SPF 15,skincare,2580,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
87db9fc0-e70b-48b0-a00c-6370eb8e2112,87db9fc0-e70b-48b0-a00c-6370eb8e2112,Shifts between multiple colorsdepending on the angle of light.,Multichrome Nail Polish,beauty,1200,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
8cbded7e-1d93-48b4-baa9-6c32c6d23d8c,8cbded7e-1d93-48b4-baa9-6c32c6d23d8c,Specially formulated polish for usewith nail art stamping plates.,Stamping Polish,beauty,1000,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
6f27bfa5-a5b8-4cb5-86dd-cc7f7717d32d,6f27bfa5-a5b8-4cb5-86dd-cc7f7717d32d,Indulge your skin with this nourishing shea butter lotion. Enriched with vitamins and antioxidants it leaves skin soft and supple.,Nourishing Shea Butter Lotion,skincare,2150,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
9b477eec-1fef-46b6-80ca-3738237c202a,9b477eec-1fef-46b6-80ca-3738237c202a,The red camellia is a flower unlike any other and the key ingredient in NÂ°1 DE CHANEL. A flower with revitalizing powers whose extraordinary energy gives it perennial youth. CHANEL Research has harnessed its exceptional properties to create a new generation of products including skincare makeup and a fragrance mist.Concentrated with red camellia extract the NÂ°1 de CHANEL serum absorbs quickly into the skin and works to combat external aggressors that are present in urban environments.Its formula contains 95% naturally derived ingredients(1) and 76% camellia-derived ingredients. Immediately after application the skin feels 30%(2) healthier and 32%(2) better protected against external aggressors.Dermatologist tested. All skin types.(1) Proportion of natural ingredients and derivatives calculated according to ISO 16128(2) Self-assessment immediately after use 80 women.,NÂ°1 DE CHANEL REVITALIZING SERUM,skincare,1150000,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
840d5c90-180b-4bcb-a8b1-d60a64770579,840d5c90-180b-4bcb-a8b1-d60a64770579,Cuddle up with timeless charm and unparalleled luxury with our collection of heirloom-quality teddy bears. Crafted with the finest materials and meticulous attention to detail each bear embodies a spirit of love and companionship. Their soft sumptuous fur and endearing expressions invite endless hugs and create lasting memories. More than just a toy these luxurious teddies are cherished companions destined to become treasured keepsakes for generations to come.,HELLO PINK,beauty,10927,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
2024_Pets5,2024_Pets5,,ChewGuard: Ultimate Dog-Proof Sofa Cover,petsCollection,60,USD,FALSE,,2025-07-16T11:35:56.000Z,,,,master
c1c16421-ea53-4fcb-a65a-df785802661c,c1c16421-ea53-4fcb-a65a-df785802661c,,RIGGER SCRUB VOLCANIC ASH DETOXIFYING SCRUB,skincare,3617,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
51cd89a5-6233-49cf-ba77-6634c2cc16ad,51cd89a5-6233-49cf-ba77-6634c2cc16ad,Casual bag with a long strap for crossbody wear.,Messenger Bag,handbags,3500,USD,TRUE,,2025-07-16T08:07:39.000Z,,16,,master
767b225d-a7c2-4acf-aecc-acc60ee23971,767b225d-a7c2-4acf-aecc-acc60ee23971,Bracelet with collectible charms that tell a story.,Charm Bracelet,jewelry,2500,USD,TRUE,,2025-07-16T08:40:51.000Z,,16,,master
9ecf4280-7c76-46d2-8d5e-3a1776450cae,9ecf4280-7c76-46d2-8d5e-3a1776450cae,Bright fluorescent color with amatte finish.,Neon Matte Nail Polish,beauty,1000,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
580b09b5-6016-44d3-86e1-1b3d3091b144,580b09b5-6016-44d3-86e1-1b3d3091b144,Water-resistant watch for outdoor adventures.,Diver Watch,watches,17000,USD,TRUE,,2025-07-16T08:16:32.000Z,,16,,master
7c910bd7-79a2-46d4-933d-e95429932947,7c910bd7-79a2-46d4-933d-e95429932947,Intensive treatment for deep conditioning and repair,Hair Mask,skincare,800,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
226832fd-dbcc-49d4-9d7a-2ba1f8dd13a7,226832fd-dbcc-49d4-9d7a-2ba1f8dd13a7,The Convertible Tote (35cm x 25cm x 15cm):  Effortlessly transition from day to night with the Convertible Tote.  Crafted from beautifully textured pebble grain leather it features spacious compartments for all your essentials.  Detachable straps allow for shoulder or crossbody carrying while the optional zip closure transforms the open tote into a secure bag.,CONVERTIBLE TOTE,handbags,683056,USD,TRUE,,2025-07-16T08:07:39.000Z,,16,,master
d26b5bd8-d20c-42d6-9f68-c2bd17a5d0e0,d26b5bd8-d20c-42d6-9f68-c2bd17a5d0e0,Sets makeup in place and helps prevent smudging or fading.,Setting Spray,skincare,1200,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
99f452a8-4b70-4dd7-a412-5910723e0ef8,99f452a8-4b70-4dd7-a412-5910723e0ef8,,MENESSO AFTER SUN SOOTHING LOTION SPF 15,skincare,15177,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
1fc29ecd-3f44-42d8-aafc-ca8b3f95bb6e,1fc29ecd-3f44-42d8-aafc-ca8b3f95bb6e,An essential it enhances the complexion structures the face and creates a healthy glow effect. Uniting colour and radiance it accentuates cheekbones and lights up the entire face.,JOUES CONTRASTE,beauty,420000,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
d84a0451-f727-43d9-9e4e-6496bda673e6,d84a0451-f727-43d9-9e4e-6496bda673e6,As part of the FALL-WINTER 2021 COLLECTION the CHANEL Makeup Creation Studio has designed four nail polishes that coordinate with each eye makeup duo for a sophisticated accessorised look from your eyes to your fingertips.LE VERNIS by CHANEL: A longwear protective nail polish with lasting shine designed to make vibrant colours dazzle. Long-lasting extra-fine and ultra-shiny each coat offers an absolutely even and lacquered result.,LE VERNIS,beauty,260000,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
061026d0-bde6-45d9-abaf-9d6e7d55c60c,061026d0-bde6-45d9-abaf-9d6e7d55c60c,An ode to masculine freedom expressed in an aromatic-woody fragrance with a captivating trail. A timeless scent housed in a bottle of deep and mysterious blue.,BLEU DE CHANEL PARFUM SPRAY,perfurme,1650000,USD,TRUE,,2025-07-16T11:14:19.000Z,,16,,master
6f2ec328-0afa-46d9-9f90-f2ab11e59759,6f2ec328-0afa-46d9-9f90-f2ab11e59759,A powdery and silky interpretation of the original composition of NÂ°19. A floral-powdery-green fragrance which blends the powdery notes of Iris with the softness of White Musks.,NÂ°19 POUDRÃ‰,perfurme,1675000,USD,TRUE,,2025-07-16T11:14:19.000Z,,16,,master
4b07210a-df9e-4bd9-b18e-6122e10ca9da,4b07210a-df9e-4bd9-b18e-6122e10ca9da,Replenish and soothe your skin with this hydrating aloe vera lotion. Lightweight and fast-absorbing it provides long-lasting moisture.,Hydrating Aloe Vera Lotion,skincare,3010,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
8cc9e613-d3e5-4eda-96a9-69f24b65761e,8cc9e613-d3e5-4eda-96a9-69f24b65761e,Easily shade and define brows for a natural look* with BOY DE CHANEL Eyebrow Pencil. Retractable and dual-ended it features a pencil on one end to shade and define and a spiral brush on the other end to groom brows. The comfortable waterproof formula lasts for 8 hours**.*97% of men interviewed are satisfied (one-month stafisfaction test on 32 men)*94% of men interviewed are satisfied (one-month stafisfaction test on 32 men),BOY DE CHANEL EYEBROW PENCIL,beauty,357500,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
302e6fdc-6720-4cdb-8de2-bc70f036c12f,302e6fdc-6720-4cdb-8de2-bc70f036c12f,In the blink of an eye ROUGE COCO FLASH shows its true colours through its transparent cap. In a stroke it applies easily over the lips and transforms into a shiny oil for a sensation of absolute comfort.,ROUGE COCO FLASH COLOUR SHINE INTENSITY IN A FLASH,beauty,375100,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
d8a42d1e-021d-46dd-a5e7-e7121377e984,d8a42d1e-021d-46dd-a5e7-e7121377e984,An even tenderer interpretation of CHANCE. A delicate presence an intensely feminine and enveloping trail. A new chance for the taking.,CHANCE EAU TENDRE,perfurme,1675000,USD,TRUE,,2025-07-16T11:14:19.000Z,,16,,master
38e27a01-f6ef-4ddd-b697-5e894a8b7215,38e27a01-f6ef-4ddd-b697-5e894a8b7215,Crystallized Chrome Polish (8ml):  Embrace a futuristic mirror-like shine with Crystallized Chrome Polish.  This innovative formula delivers a high-impact metallic finish with a captivating chrome effect.  Available in a range of bold futuristic shades this polish creates a statement-making look that will turn heads.,CRYSTALLIZED CHROME POLISH,beauty,3872,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
